artwork_id,artwork_url,artwork_name,date
1329,19840726_15.htm,Whole Lotta Rosie DVD (Version 15),1984-07-26
1330,19840726_16.htm,Toronto - CNE Grandstand DVD (Version 16),1984-07-26
1331,19840726_17.htm,Whole Lotta Rosie - Revisited (Version 17),1984-07-26
1332,19840726_18.htm,Toronto 26 july 1984(Brucetree 001) (Version 18),1984-07-26
1333,19840727.htm,Saratoga Springs - 27.07.1984,1984-07-27
1334,19840727_2.htm,Live In Saratoga DVD (Version 2),1984-07-27
1335,19840727_3.htm,Saratoga DVD (Version 3),1984-07-27
1336,19840727_4.htm,Saratoga Springs '84 (Version 4),1984-07-27
1337,19840730.htm,Fathers And Sons,1984-07-30
1338,19840730_2.htm,Boss Town Medley (Version 2),1984-07-30
1339,19840731.htm,no used cars in motor city,1984-07-31
1340,19840731_2.htm,No Used Cars In Motor City (Version 2),1984-07-31
1341,19840731_3.htm,Dancing in Detroit (Version 3),1984-07-31
1342,19840731_4.htm,They can't hurt us now (Version 4),1984-07-31
1343,19840805.htm,"There Ain't No Wild Animals In Jersey, Right",1984-08-05
1344,19840805_3.htm,Bruce is back where Rock lives (Version 3),1984-08-05
1345,19840805_4.htm,"Meadowlands '84, First Night (Version 4)",1984-08-05
1346,19840805_5.htm,No Place Like Home (JEMS) (Version 5),1984-08-05
1347,19840806.htm,The Jersey Rocker,1984-08-06
1348,19840806_2.htm,Meadowlands - 6th August 1984 (Version 2),1984-08-06
1349,19840806_3.htm,As The Sun Descends (New Jersey 1984-08-06) Ev2 (Version 3),1984-08-06
1350,19840808.htm,Third Night,1984-08-08
1351,19840808_2.htm,Back in the USA (Version 2),1984-08-08
1352,19840808_3.htm,Night at the Meadowlands (Version 3),1984-08-08
1353,19840809.htm,Meadowlands - 09.08.1984,1984-08-09
1354,19840809_2.htm,4th Night At Meadowlands (Version 2),1984-08-09
1355,19840811.htm,Meadowlands - 11.08.1984,1984-08-11
1356,19840811_2.htm,Open all Night at the Meadowlands (Version 2),1984-08-11
1357,19840811_3.htm,My Hometown (Version 3),1984-08-11
1358,19840811_4.htm,"8-11-84 Meadowlands, East Rutherford (Version 4)",1984-08-11
1359,19840812.htm,Meadowlands - 12.08.1984,1984-08-12
1360,19840812_2.htm,Meadowlands - 12.08.1984 (Version 2),1984-08-12
1361,19840815.htm,1984-09-15  Excellent Philly(1984-08-15),1984-09-15
1362,19840816.htm,7th Night at Meadowlands Arena,1984-08-16
1363,19840816_2.htm,do you love me (Version 2),1984-08-16
1364,19840816_3.htm,do you love me (Version 3),1984-08-16
1365,19840817.htm,For my People,1984-08-17
1366,19840817_2.htm,For my People (Version 2),1984-08-17
1367,19840817_3.htm,Follow that Dream (Version 3),1984-08-17
1368,19840819.htm,"It`s for you Steven, wherever you be tonight",1984-08-19
1369,19840819_2.htm,9th Night At Meadowlands (Version 2),1984-08-19
1370,19840820.htm,A Special Night,1984-08-20
1371,19840820_2.htm,East Rutherford - 20 August 1984 (Version 2),1984-08-20
1372,19840820_3.htm,The Last Great Show (Version 3),1984-08-20
1373,19840820_4.htm,A special night volume 2 (Version 4),1984-08-20
1374,19840820_5.htm,Last great show (Version 5),1984-08-20
1375,19840823.htm,Bruce Springsteen with Mama Tried,1984-08-23
1376,19840825.htm,Largo - 25.08.1984,1984-08-25
1377,19840826.htm,Too Good To Be True,1984-08-26
1378,19840826_2.htm,Be true (Version 2),1984-08-26
1379,19840828.htm,Largo 3rd Night,1984-08-28
1380,19840829.htm,Largo - 29.08.1984,1984-08-29
1381,19840829_2.htm,Capitol Centre Night (Version 2),1984-08-29
1382,19840904.htm,Worcester - 04.09.1984,1984-09-04
1383,19840905.htm,Worcester - 05.09.1984,1984-09-05
1384,19840905_2.htm,"Worcester, MA - The Centrum - JG Tape Version (Version 2)",1984-09-05
1385,19840907.htm,Hartford - 07.09.1984,1984-09-07
1386,19840908.htm,Hartford - 08.09.1984,1984-09-08
1387,19840908_2.htm,Spirit in Hartford (Version 2),1984-09-08
1388,19840911.htm,A little bit of Heaven here on Earth,1984-09-11
1389,19840912.htm,Philadelphia - 12.09.1984,1984-09-12
1390,19840914.htm,The full Spectrum,1984-09-14
1391,19840914_2.htm,"soundcheck september 14, 1984 (Version 2)",1984-09-14
1392,19840915.htm,Philadelphia - 15.09.1984,1984-09-15
1393,19840915_2.htm,Excellent Philly (Version 2),1984-09-15
1394,19840917.htm,Philadelphia - 17.09.1984,1984-09-17
1395,19840917_2.htm,For Tramps like us (Version 2),1984-09-17
1396,19840917_3.htm,Turn On The Light (Mark P Master) (Version 3),1984-09-17
1397,19840917_4.htm,Perfection at last (Version 4),1984-09-17
1398,19840918.htm,Crazy Boss Christmas In September,1984-09-18
1399,19840918_2.htm,Sounds of Philadelphia (Version 2),1984-09-18
1400,19840918_3.htm,This Guns for hire (Version 3),1984-09-18
1401,19840918_4.htm,This Gun`s for hire (Version 4),1984-09-18
1402,19840918_5.htm,Philadelphia Special (Version 5),1984-09-18
1403,19840918_6.htm,The last time (Version 6),1984-09-18
1404,19840921.htm,Pittsburgh - 21.09.1984,1984-09-21
1405,19840922.htm,Where the Rivers meet,1984-09-22
1406,19840922_2.htm,Where the rivers meet (Version 2),1984-09-22
1407,19840922_3.htm,Where The Rivers Meet (Version 3),1984-09-22
1408,19840924.htm,Buffalo - 24.09.1984,1984-09-24
1409,19840924_2.htm,War Memorial - First Night (Version 2),1984-09-24
1410,19840925.htm,Buffalo Soldier,1984-09-25
1411,19840925_2.htm,1984-09-25  Come On Buffalo (RJ Tapes) (Version 2),1984-09-25
1412,19840926.htm,Bruce Springsteen with Southside Johnny,1984-09-26
1413,19841015.htm,On Fire in Vancouver,1984-10-15
1414,19841017.htm,Down with the Flu in Tacoma,1984-10-17
1415,19841019.htm,Street Fighting Boss,1984-10-19
1416,19841019_2.htm,I Feel So Much Better (Version 2),1984-10-19
1417,19841021.htm,Oakland Night,1984-10-21
1418,19841021_2.htm,Oakland night (Version 2),1984-10-21
1419,19841022.htm,What Pulls People Apart,1984-10-22
1420,19841022_2.htm,2nd Standa In Oakland (Version 2),1984-10-22
1421,19841022_3.htm,A pitch black night in Oakland (Version 3),1984-10-22
1422,19841025_2.htm,Point Black in Los Angeles (Version 2),1984-10-25
1423,19841025_3.htm,Los Angeles 25-10-84 by MarkP Master (Version 3),1984-10-25
1424,19841025_4.htm,Palace Revolution (Version 4),1984-10-25
1425,19841026.htm,Blood Ties,1984-10-26
1426,19841026_2.htm,LA Follow that Dream (Version 2),1984-10-26
1427,19841026_3.htm,Blood ties volume 2 (Version 3),1984-10-26
1428,19841028.htm,Los Angeles - 28.10.1984,1984-10-28
1429,19841028_2.htm,"Los Angeles '84, 3rd Night (Version 2)",1984-10-28
1430,19841029.htm,Los Angeles - 29.10.1984,1984-10-29
1431,19841031.htm,Halloween Confidential,1984-10-31
1432,19841031_2.htm,Los Angeles - 31.10.1984 (Version 2),1984-10-31
1433,19841031_3.htm,Santa Claus is coming to L.A. (Version 3),1984-10-31
1434,19841031_4.htm,Halloween conidential (Version 4),1984-10-31
1435,19841031_5.htm,"No tricks, all treats-remastered (Version 5)",1984-10-31
1436,19841102.htm,Los Angeles - 02.11.1984,1984-11-02
1437,19841102_2.htm,Meet Me Tonight In Los Angeles (Version 2),1984-11-02
1438,19841104.htm,Los Angeles Final Night,1984-11-04
1439,19841104_2.htm,Los Angeles Final Night (Version 2),1984-11-04
1440,19841104_3.htm,Hearts of fire grown gold (Version 3),1984-11-04
1441,19841108.htm,Happy the rest of your life,1984-11-08
1442,19841108_2.htm,Memorial Coliseum (Version 2),1984-11-08
1443,19841108_3.htm,Sweet Arizona (Version 3),1984-11-08
1444,19841111.htm,McNicholls Arena - First Rendezvous,1984-11-11
1445,19841111_2.htm,Denver - 11th November 1984 (Version 2),1984-11-11
1446,19841112.htm,McNicholls Arena - Second Rendezvous,1984-11-12
1447,19841112_2.htm,Denver - 12ve November 1984 (Version 2),1984-11-12
1448,19841115.htm,St. Louis - 15.11.1984,1984-11-15
1449,19841115_2.htm,Thursday Night in St. Louis (Version 2),1984-11-15
1450,19841116.htm,Ames Night,1984-11-16
1451,19841116_2.htm,Ames Night ! (Version 2),1984-11-16
1452,19841118.htm,Sugarland,1984-11-18
1453,19841118_2.htm,Sugarland (e.street version) (Version 2),1984-11-18
1454,19841119.htm,Kansas City Night,1984-11-19
1455,19841119_2.htm,Roses in the Kansas Rain (Version 2),1984-11-19
1456,19841119_3.htm,Kansas city night (Version 3),1984-11-19
1457,19841123.htm,Austin - 23.11.1984,1984-11-23
1458,19841123_2.htm,Stolen Car (Version 2),1984-11-23
1459,19841123_3.htm,Austin (Version 3),1984-11-23
1460,19841123_4.htm,Austin - 23rd November 1984 (MJK5510 version) (Version 4),1984-11-23
1461,19841125.htm,The Traveling Band hits Dallas,1984-11-25
1462,19841125_2.htm,Reunion Arena Dallas (Version 2),1984-11-25
1463,19841125_3.htm,Dallas - 25th November 1984 (Version 3),1984-11-25
1464,19841126.htm,Dallas - 26.11.1984,1984-11-26
1465,19841126_2.htm,Dallas - 26th November 1984 (Version 2),1984-11-26
1466,19841126_3.htm,The Great Divide (Version 3),1984-11-26
1467,19841129.htm,Houston - 29.11.1984,1984-11-29
1468,19841129_2.htm,Bruce Springsteen - Houston 1st Date ´84 (Version 2),1984-11-29
1469,19841129_3.htm,Live In Houston DVD (Version 3),1984-11-29
1470,19841130.htm,Houston - 30.11.1984,1984-11-30
1471,19841202.htm,The Boss on the Bayou,1984-12-02
1472,19841202_2.htm,"Right Here, Right Now (Version 2)",1984-12-02
1473,19841206.htm,Birmingham - 06.12.1984,1984-12-06
1474,19841207.htm,Tallahassee Lassie Blues,1984-12-07
1475,19841209.htm,Murffreesboro Night,1984-12-09
1476,19841211.htm,Lexington - 11.12.1984,1984-12-11
1477,19841213.htm,Memphis - 13.12.1984,1984-12-13
1478,19841214.htm,Live in Elvis´ Hometown,1984-12-14
1479,19841214_2.htm,Always special in Memphis (Version 2),1984-12-14
1480,19841216.htm,First Night at The Omni,1984-12-16
1481,19841216_2.htm,Live in Atlanta (Version 2),1984-12-16
1482,19841217.htm,Atlanta - 17.12.1984,1984-12-17
1483,19841217_2.htm,Shut Out The Light (Version 2),1984-12-17
1484,19850104.htm,First Evening At The Hampton Coliseum,1985-01-04
1485,19850104_2.htm,First Show Of The Year (Version 2),1985-01-04
1486,19850104_3.htm,"Uh, Is Elvis Home? (Version 3) (Version 3)",1985-01-04
1487,19850105.htm,Hampton - 05.01.1985,1985-01-05
1488,19850107.htm,What A Job This Is,1985-01-07
1489,19850107_2.htm,A Reason To Believe (Version 2),1985-01-07
1490,19850107_3.htm,What a job this is! (Version 3),1985-01-07
1491,19850107_4.htm,Little Road Trip (Version 4),1985-01-07
1492,19850108.htm,Market Square Arena,1985-01-08
1493,19850110.htm,Kentucky fried Cadillacs,1985-01-10
1494,19850113.htm,Columbia - 13.01.1985,1985-01-13
1495,19850115.htm,Perfect In '85,1985-01-15
1496,19850115_2.htm,Dancing in the Coliseum (Version 2),1985-01-15
1497,19850116.htm,The Coliseum,1985-01-16
1498,19850116_3.htm,Live In Charlotte DVD (Version 3),1985-01-16
1499,19850116_4.htm,Charlotte 85 (with St.Paul 77) DVD (Version 4),1985-01-16
1500,19850116_5.htm,Charlotte 85 (with St.Paul 77) (Alternate) DVD (Version 5),1985-01-16
1501,19850116_6.htm,Charlotte ´85 (Version 6),1985-01-16
1502,19850118.htm,Greensboro,1985-01-18
1503,19850119.htm,20-20 in Greensboro,1985-01-19
1504,19850123.htm,Racing in Providence,1985-01-23
1505,19850123_2.htm,1985-01-23  Rhode Island Night (RJ Tapes) (Version 2),1985-01-23
1506,19850124.htm,Live In Providence DVD,1985-01-24
1507,19850124_2.htm,Providence DVD (Version 2),1985-01-24
1508,19850124_3.htm,Providence (Alternate) DVD (Version 3),1985-01-24
1509,19850124_4.htm,Tour 85 - Providence DVD (Version 4),1985-01-24
1510,19850124_5.htm,Providence - 24.01.1985 (Version 5),1985-01-24
1511,19850124_6.htm,Woolly Bully Night (Version 6),1985-01-24
1512,19850124_7.htm,Fool´s Gold (Version 7),1985-01-24
1513,19850124_8.htm,Born in Providence (Version 8),1985-01-24
1514,19850124_9.htm,Fool's Gold (Version 9),1985-01-24
1515,19850126.htm,Carrier Opportunities,1985-01-26
1516,19850127.htm,Live In Syracuse DVD,1985-01-27
1517,19850127_2.htm,Syracuse DVD (Version 2),1985-01-27
1518,19850127_3.htm,Glory Night (Version 3),1985-01-27
1519,19850321.htm,Sydney - 21.03.1985,1985-03-21
1520,19850323.htm,Sydney - Second Night,1985-03-23
1521,19850323_2.htm,Saturday Night in Sydney (Version 2),1985-03-23
1522,19850323_3.htm,Sydney 23th March 1985 (Version 3),1985-03-23
1523,19850323_4.htm,Sydney On Fire (Version 4),1985-03-23
1524,19850324.htm,Sydney - 24.03.1985,1985-03-24
1525,19850325.htm,Live in Sydney 1985,1985-03-25
1526,19850327.htm,Sydney - 27.03.1985,1985-03-27
1527,19850328.htm,Last Night in Sydney,1985-03-28
1528,19850331.htm,Down Under,1985-03-31
1529,19850403.htm,Melbourne - 03.04.1985,1985-04-03
1530,19850403_2.htm,First show in Melbourne '85 (Version 2),1985-04-03
1531,19850403_3.htm,Pink Cadillac In Down Under (Version 3),1985-04-03
1532,19850404.htm,Melbourne - 04.04.1985,1985-04-04
1533,19850404_2.htm,Melbourne - 04.04.1985 (Version 2),1985-04-04
1534,19850404_3.htm,Do it again in Melbourne (Version 3),1985-04-04
1535,19850410.htm,Live In Tokyo DVD,1985-04-10
1536,19850410_2.htm,Lights out - First Night (Version 2),1985-04-10
1537,19850410_3.htm,Tokyo - 10.04.1985 (Version 3),1985-04-10
1538,19850411.htm,Lights out - Second Night,1985-04-11
1539,19850413.htm,Tokyo - 13.04.1985,1985-04-13
1540,19850415.htm,Tokyo - 15.04.1985,1985-04-15
1541,19850415_2.htm,Tokyo - 15.04.1985 (Version 2),1985-04-15
1542,19850416.htm,"Last Night at Yoyogi Olympic Pool, Tokyo, Japan",1985-04-16
1543,19850416_2.htm,Tokyo - 16.04.1985 (Version 2),1985-04-16
1544,19850419.htm,Come out tonight,1985-04-19
1545,19850419_3.htm,Live In Kyoto 1985 (mjk5510 2nd Generation Transfer)  (Version 3),1985-04-19
1546,19850422.htm,Live In Osaka,1985-04-22
1547,19850422_2.htm,Osaka Hall (Version 2),1985-04-22
1548,19850423.htm,Osaka - Come out tonight (listed as 22.04. but it`s 23.04. !!!!!!!!),1985-04-23
1549,19850423_2.htm,Second Night At Castle Hall (Version 2),1985-04-23
1550,19850601.htm,Slane Castle 1985,1985-06-01
1551,19850601_3.htm,Live at Slane Castle (Version 3),1985-06-01
1552,19850601_2.htm,When I grow up to be a Man (Version 2),1985-06-01
1553,19850604.htm,St. James Park - 04.06.1985,1985-06-04
1554,19850605.htm,Live In Newcastle DVD,1985-06-05
1555,19850605_2.htm,Newcastle DVD (Version 2),1985-06-05
1556,19850605_3.htm,St. James Park - 05.06.1985 (Version 3),1985-06-05
1557,19850605_4.htm,Newcastle (Version 4),1985-06-05
1558,19850605_5.htm,St.James Park Party (Version 5),1985-06-05
1559,19850608.htm,The clear Difference,1985-06-08
1560,19850608_2.htm,Gothenburg - 08.06.1985 (Version 2),1985-06-08
1561,19850608_3.htm,Ullevi Stadium -The Clear Difference (Version 3),1985-06-08
1562,19850608_4.htm,The clear difference (Version 4),1985-06-08
1563,19850608_5.htm,The Clear Difference (Version 5),1985-06-08
1564,19850609.htm,Honeymoon,1985-06-09
1565,19850609_2.htm,Gothenburg - 09.06.1985 (Version 2),1985-06-09
1566,19850609_3.htm,Honeymoon vol. 1 (Version 3),1985-06-09
1567,19850609_4.htm,Honeymoon vol. 2 (Version 4),1985-06-09
1568,19850609_5.htm,Honeymoon (Version 5),1985-06-09
1569,19850612.htm,Rocks the Lowlands,1985-06-12
1570,19850612_2.htm,Rocks the Lowlands (Version 2),1985-06-12
1571,19850612_3.htm,Rocks The Lowlands (Version 3),1985-06-12
1572,19850613.htm,Rocking The Lowlands Again,1985-06-13
1573,19850615.htm,Frankfurt Night,1985-06-15
1574,19850615_2.htm,Intensively rockin` all Night long (Version 2),1985-06-15
1575,19850615_3.htm,Dancing in the Park (Version 3),1985-06-15
1576,19850615_4.htm,"1985-06-15 Waldstadion, Frankfurt, Germany - minimax recording and transfer (Ver",1985-06-15
1577,19850618.htm,München - 18.06.1985,1985-06-18
1578,19850621.htm,Fantastico Bruce,1985-06-21
1579,19850621_2.htm,Milano Night 1985 (Version 2),1985-06-21
1580,19850621_3.htm,back to the roots (Version 3),1985-06-21
1581,19850621_4.htm,Live In Milan DVD (Version 4),1985-06-21
1582,19850621_5.htm,Milan DVD (Version 5),1985-06-21
1583,19850621_6.htm,Milano - 20th Anniversary Edition DVD (Version 6),1985-06-21
1584,19850621_7.htm,Milano - 20th Anniversary Edition (Alternate) DVD (Version 7),1985-06-21
1585,19850621_8.htm,Milano DVD (Version 8),1985-06-21
1586,19850621_9.htm,San Siro Night 1985 (20th Anniversary Edition) DVD (Version 9),1985-06-21
1587,19850621_10.htm,The San Siro Marathon (Version 10),1985-06-21
1588,19850621_11.htm,A Love Affair (Version 11),1985-06-21
1589,19850621_12.htm,Now we Begin kokomo (Version 12),1985-06-21
1590,19850621_13.htm,Milan (Version 13),1985-06-21
1591,19850623.htm,Montpellier - 23.06.1985,1985-06-23
1592,19850623_2.htm,"1985-06-23 Montpellier, France (BL tape archive) (Version 2)",1985-06-23
1593,19850625.htm,Cover me in St. Etienne,1985-06-25
1594,19850629.htm,Paris - 29.06.1985,1985-06-29
1595,19850629_2.htm,Breathless In Paris - 29 June 1985 - Uber Series Volume 07 (Version 2),1985-06-29
1596,19850629_3.htm,Paris 1985 La Courneuve  alternate front (Version 3),1985-06-29
1597,19850629_5.htm,Breathless In Paris - 29 June 1985  (Version 5),1985-06-29
1598,19850629_6.htm,Breathless In Paris - (Version 6),1985-06-29
1599,19850629_7.htm,First Night In Paris (Version 7),1985-06-29
1600,19850630.htm,Last Night in Paris,1985-06-30
1601,19850630_2.htm,Bonjour Paris ! (Version 2),1985-06-30
1602,19850703.htm,Looking for the Answer,1985-07-03
1603,19850703_2.htm,Wembley Stadium JimCT Version (Version 2),1985-07-03
1604,19850704.htm,Independence Night,1985-07-04
1605,19850704_2.htm,"Wembley Stadium july 4, 1985 (Version 2)",1985-07-04
1606,19850704_3.htm,Independence night (Version 3),1985-07-04
1607,19850706.htm,Because Wembley belongs to us,1985-07-06
1608,19850706_2.htm,Wembley '85 Last Night (Version 2),1985-07-06
1609,19850707.htm,Hello Leeds !,1985-07-07
1610,19850707_2.htm,Roundhay Park (Version 2),1985-07-07
1611,19850707_3.htm,Party In The Park Leeds 1985  (Version 3),1985-07-07
1612,19850707_4.htm,A promise of life-Leeds '85 (Version 4),1985-07-07
1613,19850707_5.htm,"Roundhay Park, Leeds july 7, 1985 (Version 5)",1985-07-07
1614,19850805.htm,Washington D.C. - 05.08.1985,1985-08-05
1615,19850807.htm,Live In Cleveland DVD,1985-08-07
1616,19850807_2.htm,Tour 85 - Cleveland DVD (Version 2),1985-08-07
1617,19850807_3.htm,Cleveland DVD (Version 3),1985-08-07
1618,19850807_4.htm,Cleveland - 07.08.1985 (Version 4),1985-08-07
1619,19850807_5.htm,Cleveland - 07.08.1985 (Version 5),1985-08-07
1620,19850809.htm,Live At The Soldiersfield,1985-08-09
1621,19850809_2.htm,A warm night in Chicago (Version 2),1985-08-09
1622,19850809_3.htm,A night at Soldier Field (Version 3),1985-08-09
1623,19850811.htm,Pittsburgh - 11.08.1985,1985-08-11
1624,19850814.htm,Live On The Born In The USA Tour (DVD),1985-08-14
1625,19850814_2.htm,"Tour '85 - Philadelphia, Veterans Stadium (2 DVD Version) (Version 2)",1985-08-14
1626,19850814_3.htm,"Tour '85 - Philadelphia, Veterans Stadium (2 DVD Version - Alternate) (Version 3",1985-08-14
1627,19850814_4.htm,Live In Philadelphia '85 (4 DVD Version) (Version 4),1985-08-14
1628,19850814_5.htm,Philly '85 (2 DVD Version - Alternate) (Version 5),1985-08-14
1629,19850814_6.htm,Live In Philadelphia 85 (2 DVD Version) (Version 6),1985-08-14
1630,19850814_7.htm,Born In The USA Tour - Philly 1985 (Alternate) (Version 7),1985-08-14
1631,19850814_8.htm,Live In Philadelphia 85 (4 DVD Version - Alternate) (Version 8),1985-08-14
1632,19850814_9.htm,Do you love me ? (Version 9),1985-08-14
1633,19850815.htm,Philadelphia - 15.08.1985,1985-08-15
1634,19850818.htm,Meadowlands - 18.08.1985,1985-08-18
1635,19850818_2.htm,Downbound Train To Meadowlands (Version 2),1985-08-18
1636,19850819.htm,Giants Stadium - Second Night,1985-08-19
1637,19850819_2.htm,"Giants Stadium '85, Second Night (Version 2)",1985-08-19
1638,19850821.htm,Third Night at the Giants Stadium,1985-08-21
1639,19850822.htm,Live In E.Rutherford DVD,1985-08-22
1640,19850822_2.htm,E.Rutherford DVD (Version 2),1985-08-22
1641,19850822_3.htm,E.Rutherford (Alternate) DVD (Version 3),1985-08-22
1642,19850822_4.htm,New Jersey DVD (Version 4),1985-08-22
1643,19850822_5.htm,New Jersey (Alternate) DVD (Version 5),1985-08-22
1644,19850822_6.htm,Glory Days (Version 6),1985-08-22
1645,19850822_7.htm,Glory days (Version 7),1985-08-22
1646,19850822_8.htm,Glory New Jersey Night (Version 8),1985-08-22
1647,19850826.htm,Live In Toronto DVD,1985-08-26
1648,19850826_2.htm,Toronto - 26.08.1985 (Version 2),1985-08-26
1649,19850827.htm,"CNE Stadium, Toronto - Second Date",1985-08-27
1650,19850827_2.htm,Twistin` & shoutin` in Toronto (Version 2),1985-08-27
1651,19850831.htm,Growin` up to Giants,1985-08-31
1652,19850901.htm,Sunday Night Special,1985-09-01
1653,19850901_2.htm,Meadowlands - 01.09.1985 (Version 2),1985-09-01
1654,19850901_3.htm,Giants Stadium Last Night (Version 3),1985-09-01
1655,19850901_4.htm,The Sunday Night Special (Version 4),1985-09-01
1656,19850901_5.htm,Sunday Night Special (Version 5),1985-09-01
1657,19850904.htm,Ramrodin In Michigan,1985-09-04
1658,19850906.htm,Indianapolis - 06.09.1985,1985-09-06
1659,19850906_2.htm,Indianapolis 6 september 1985 (Version 2),1985-09-06
1660,19850909.htm,"Greetings from Miami, Florida - First Night",1985-09-09
1661,19850909_2.htm,"Greetings From Miami, First Night (Version 2)",1985-09-09
1662,19850910.htm,"Greetings from Miami, Florida - Second Night",1985-09-10
1663,19850913.htm,The Seeds we`ve sown in Dallas,1985-09-13
1664,19850913_2.htm,Travelin' Band In Big D (Version 2),1985-09-13
1665,19850914.htm,Travellin` Band in Dallas,1985-09-14
1666,19850914_2.htm,Dallas (Version 2),1985-09-14
1667,19850914_3.htm,2nd Night In Dallas (Version 3),1985-09-14
1668,19850914_4.htm,Many Faces Of Love (Version 4),1985-09-14
1669,19850918.htm,Oakland - 18.09.1985,1985-09-18
1670,19850918_2.htm,Oakland - September 18 - 1985 (markp Master) (Version 2),1985-09-18
1671,19850918_3.htm,The shadow of a dream (Version 3),1985-09-18
1672,19850919.htm,Used Cars in Oakland,1985-09-19
1673,19850919_2.htm,The best of absolute everything (Version 2),1985-09-19
1674,19850923.htm,Denver - 23.09.1985,1985-09-23
1675,19850923_2.htm,I'm Goin' Down to Denver (Version 2),1985-09-23
1676,19850924.htm,Denver - 24.09.1985,1985-09-24
1677,19850924_2.htm,This Land is your Land ... Denver (Version 2),1985-09-24
1678,19850927.htm,"Los Angeles, September 27, 1985",1985-09-27
1679,19850927_2.htm,The last Stand - Vol. 1 (Version 2),1985-09-27
1680,19850929.htm,Stand on it Los Angeles,1985-09-29
1681,19850929_2.htm,The last Stand - Vol. 2 (Version 2),1985-09-29
1682,19850930.htm,Blind Faith,1985-09-30
1683,19850930_2.htm,Los Angeles Remaster (Version 2),1985-09-30
1684,19850930_3.htm,Los Angeles - 30.09.1985 (Version 3),1985-09-30
1685,19850930_4.htm,The last Stand - 30. Sept. 1985 (Version 4),1985-09-30
1686,19850930_5.htm,The promised night (Version 5),1985-09-30
1687,19850930_6.htm,L.A. 30th. september 1985 (Version 6),1985-09-30
1688,19851002.htm,Grande Finale,1985-10-02
1689,19851002_2.htm,It`s too late to stop now ! (Version 2),1985-10-02
1690,19851002_3.htm,Last Night Special (Version 3),1985-10-02
1691,19851002_4.htm,Close Enough For Rock and Roll (Los Angeles 1985-10-02) Ev2 (Version 4),1985-10-02
1692,19851002_5.htm,Born in the USA live (Version 5),1985-10-02
1693,19851002_6.htm,Grande Finale (Version 6),1985-10-02
1694,19851002_7.htm,Grande Finale (godfatherecords (Version 7),1985-10-02
1695,19851002_8.htm,Grande finale (Version 8),1985-10-02
1696,19860119.htm,Stone Pony Series - Volume 6,1986-01-19
1697,19860119_2.htm,Live at the Stone Pony in ´86 - Volume 1 (Version 2),1986-01-19
1698,19860302.htm,Stone Pony Series - Volume 4,1986-03-02
1699,19860302_2.htm,Live at the Stone Pony in ´86 - Volume 2 (Version 2),1986-03-02
1700,19860621.htm,the ASR tape,1986-06-21
1701,19861013.htm,Acoustic together,1986-10-13
1702,19861013_2.htm,Live in Shoreline (Version 2),1986-10-13
1703,19861013_3.htm,You better not touch (Version 3),1986-10-13
1704,19861013_4.htm,A Gift from Jakob's Dad DVD (Version 4),1986-10-13
1705,19861013_5.htm,You better not touch(Crystal Cat Records) (Version 5),1986-10-13
1706,19861013_6.htm,Bridge benefit show (Version 6),1986-10-13
1707,19861105.htm,Bruce Springsteen with Friends in Paris,1986-11-05
1708,19870121.htm,Rock'n'Roll Hall Of Fame 21-1-1987,1987-01-21
1709,19870412.htm,Stone Pony Series - Volume 3,1987-04-12
1710,19870729.htm,Key Largo Bruce with Jah Love,1987-07-29
1711,19870730.htm,Boss Goes Reggae,1987-07-30
1712,19870802.htm,Stone Pony Series - Volume 1,1987-08-02
1713,19870802_2.htm,Hot Jersey Nights - Volume II (Version 2),1987-08-02
1714,19870809.htm,Hot Jersey Nights - Volume III,1987-08-09
1715,19870821.htm,Stone Pony '87 (DVD),1987-08-21
1716,19870925.htm,Bruce Springsteen guests with U2,1987-09-25
1717,19871031.htm,We´ve come to terrorize you !,1987-10-31
1718,19871120.htm,The Stone Pony - 20.11.1987,1987-11-20
1719,19871205.htm,Bruce Springsteen with Cats on a smooth Surface,1987-12-05
1720,19871207.htm,Harry Chapin Tribute at Carnegie Hall in New York City,1987-12-07
1721,19871213.htm,Homeless Childrens´,1987-12-13
1722,19880120.htm,Live at the Rock and Roll Hall of Fame,1988-01-20
1723,19880120_2.htm,Rock & Roll Hall Of Fame 1988 DVD (Version 2),1988-01-20
1724,19880128.htm,the complete tunnel rehearsals,1988-01-28
1725,19880225.htm,The first Date,1988-02-25
1726,19880225_2.htm,Worcester - 25.02.1988 (Version 2),1988-02-25
1727,19880225_3.htm,Opening Night Of The Tunnel Of Love Tour (Mark P Master) (Version 3),1988-02-25
1728,19880225_4.htm,Worchester 25-2-88 Soundcheck (Version 4),1988-02-25
1729,19880225_5.htm,Heart attack on the first night (Version 5),1988-02-25
1730,19880225_6.htm,"Worcester MA  ""Two of Us"" Recording (Version 6)",1988-02-25
1731,19880228.htm,Express,1988-02-28
1732,19880228_2.htm,Tunnel of Lust (Version 2),1988-02-28
1733,19880228_3.htm,"Worchester february 28, 1988(Mark P. master) (Version 3)",1988-02-28
1734,19880228_4.htm,"Broke, busted and disgusted (Version 4)",1988-02-28
1735,19880229.htm,Bill & Audrey Night,1988-02-29
1736,19880229_2.htm,"Worchester february 29, 1988(Mark P. master) (Version 2)",1988-02-29
1737,19880303.htm,Heaven in Chapel Hill,1988-03-03
